ENSEMBL	ESC	ESC	HB	HB
ENSG00000186188	2	3	2	2
ENSG00000186190	0	0	0	0
ENSG00000186191	0	1	0	5
ENSG00000186193	695	1593	28	40
ENSG00000186197	135	115	232	255
ENSG00000186198	0	0	253	254
ENSG00000186204	0	0	0	0
ENSG00000186205	949	679	1890	1891
ENSG00000186207	0	0	0	0
ENSG00000186212	28	12	789	851
ENSG00000186222	190	255	304	384
ENSG00000186226	0	0	0	0
ENSG00000186230	377	401	154	159
ENSG00000186231	10	1	13	11
ENSG00000186234	0	0	0	0
ENSG00000186244	0	0	0	0
ENSG00000186260	1097	762	1550	1381
ENSG00000186265	0	0	0	1
ENSG00000186268	0	0	0	0
ENSG00000186272	147	153	116	105
ENSG00000186280	84	44	12	9
ENSG00000186281	12	19	5	8
ENSG00000186283	550	436	365	363
ENSG00000186288	15	34	1	0
ENSG00000186297	337	602	1	1
ENSG00000186298	9946	9039	4295	4380
ENSG00000186300	188	253	164	139
ENSG00000186301	26	29	1002	1009
ENSG00000186306	0	0	0	0
ENSG00000186310	1001	895	129	136
ENSG00000186312	106	61	119	99
ENSG00000186314	313	121	135	146
ENSG00000186318	319	246	2389	2087
ENSG00000186326	1	7	24	40
ENSG00000186328	0	0	0	0
ENSG00000186329	131	106	99	107
ENSG00000186334	9	8	9	14
ENSG00000186335	9	6	19	26
ENSG00000186340	566	518	0	2
ENSG00000186350	941	845	4518	4542
ENSG00000186352	36	7	11	14
ENSG00000186364	42	43	85	71
ENSG00000186367	3	4	4	8
ENSG00000186369	0	0	1	0
ENSG00000186376	550	193	595	576
ENSG00000186377	84	24	3085	2729
ENSG00000186393	0	0	0	0
ENSG00000186395	154	200	414	528
ENSG00000186399	21	28	91	88
ENSG00000186407	1	1	0	0
ENSG00000186409	60	35	93	115
ENSG00000186416	0	0	0	19
ENSG00000186417	55	50	4	1
ENSG00000186432	2963	1989	1600	1611
ENSG00000186439	2238	4458	37	29
ENSG00000186440	0	0	0	0
ENSG00000186442	0	0	0	0
ENSG00000186451	24	5	0	0
ENSG00000186452	2	2	2	5
ENSG00000186453	1	1	2	5
ENSG00000186458	0	0	0	0
ENSG00000186462	461	406	107	75
ENSG00000186466	0	0	0	0
ENSG00000186468	12795	15855	4842	4238
ENSG00000186469	292	77	17	17
ENSG00000186470	128	151	47	41
ENSG00000186471	6	7	0	1
ENSG00000186472	203	93	369	318
ENSG00000186474	0	0	0	0
ENSG00000186479	54	46	12	14
ENSG00000186480	442	1335	941	934
ENSG00000186481	0	1	10	14
ENSG00000186487	40	45	39	61
ENSG00000186496	46	25	19	24
ENSG00000186501	370	416	500	482
ENSG00000186508	0	0	0	0
ENSG00000186509	0	0	0	0
ENSG00000186510	84	17	27	31
ENSG00000186513	0	0	0	0
ENSG00000186517	4	1	2	2
ENSG00000186522	2483	1965	1140	1173
ENSG00000186523	281	209	87	74
ENSG00000186526	6	5	9	7
ENSG00000186529	4	2	4	1
ENSG00000186532	733	542	277	254
ENSG00000186543	0	1	0	1
ENSG00000186564	2	0	4	6
ENSG00000186566	2772	1907	1376	1346
ENSG00000186567	73	67	820	746
ENSG00000186575	1122	651	859	893
ENSG00000186577	49	94	126	134
ENSG00000186583	0	0	0	0
ENSG00000186591	3560	3010	3832	3536
ENSG00000186603	318	299	766	800
ENSG00000186625	355	453	180	148
ENSG00000186628	12	7	7	18
ENSG00000186635	1084	950	1271	1314
ENSG00000186638	244	132	46	44
ENSG00000186642	134	72	28	22
ENSG00000186645	0	0	0	0
ENSG00000186652	0	3	3	0
ENSG00000186654	190	281	2450	2669
ENSG00000186660	1893	1776	1568	1569
ENSG00000186665	267	427	142	145
ENSG00000186666	114	64	189	179
ENSG00000186675	0	0	0	0
ENSG00000186676	0	2	0	0
ENSG00000186678	0	0	0	0
ENSG00000186684	176	51	18	13
ENSG00000186687	505	481	411	486
ENSG00000186704	17	14	32	25
ENSG00000186710	13	15	3	7
ENSG00000186714	1	2	1	1
ENSG00000186715	19	34	142	132
ENSG00000186716	3654	2400	3781	3715
ENSG00000186723	110	57	61	73
ENSG00000186732	6	4	25	19
ENSG00000186743	0	0	0	0
ENSG00000186765	5	1	20	23
ENSG00000186766	58	51	1	6
ENSG00000186767	600	445	242	218
ENSG00000186777	454	471	8	8
ENSG00000186787	89	109	106	119
ENSG00000186788	0	0	0	0
ENSG00000186790	1	0	1	0
ENSG00000186792	39	35	173	188
ENSG00000186795	0	0	0	0
ENSG00000186803	0	0	0	0
ENSG00000186806	251	242	193	215
ENSG00000186810	0	0	1	2
ENSG00000186812	1821	2007	511	475
ENSG00000186814	552	325	380	332
ENSG00000186815	935	791	1417	1471
ENSG00000186818	0	0	0	0
ENSG00000186825	3	2	0	3
ENSG00000186827	2	0	0	1
ENSG00000186832	1	0	96	96
ENSG00000186834	981	736	4361	4098
ENSG00000186838	132	164	49	38
ENSG00000186844	0	0	0	0
ENSG00000186847	0	0	1	0
ENSG00000186854	378	307	49	35
ENSG00000186862	43	40	44	45
ENSG00000186866	925	995	2544	2670
ENSG00000186867	8	4	0	1
ENSG00000186868	15	24	8	11
ENSG00000186871	769	705	36	43
ENSG00000186881	0	0	0	0
ENSG00000186886	0	0	0	0
ENSG00000186889	41	23	69	62
ENSG00000186891	4	2	0	0
ENSG00000186895	0	0	0	0
ENSG00000186897	15	3	1	0
ENSG00000186907	292	107	2	4
ENSG00000186908	1054	772	868	942
ENSG00000186910	2	3	61	63
ENSG00000186912	3	2	96	65
ENSG00000186918	940	503	878	818
ENSG00000186919	57	62	84	185
ENSG00000186924	0	0	0	0
ENSG00000186925	0	0	0	0
ENSG00000186930	0	0	0	0
ENSG00000186940	0	0	0	0
ENSG00000186943	0	0	0	0
ENSG00000186951	363	283	3311	2981
ENSG00000186952	20	16	7	7
ENSG00000186965	0	0	0	0
ENSG00000186967	0	0	0	0
ENSG00000186970	0	0	0	0
ENSG00000186971	3	0	0	0
ENSG00000186973	7	7	1	4
ENSG00000186976	19	5	4	2
ENSG00000186977	0	0	0	0
ENSG00000186980	0	0	0	0
ENSG00000186994	37	40	6	4
ENSG00000186998	168	169	112	108
ENSG00000187003	0	0	0	0
ENSG00000187005	0	0	0	0
ENSG00000187010	7	8	10	12
ENSG00000187017	189	183	207	212
ENSG00000187024	49	83	44	52
ENSG00000187026	0	0	0	0
ENSG00000187033	1	0	0	0
ENSG00000187037	17	16	97	88
ENSG00000187045	1	2	2093	1862
ENSG00000187048	2	9	25	18
ENSG00000187049	383	493	95	93
ENSG00000187051	350	545	445	523
ENSG00000187054	0	0	1	1
ENSG00000187066	3	5	7	9
ENSG00000187068	90	24	184	205
ENSG00000187079	2830	2977	3800	4066
ENSG00000187080	0	1	0	0
ENSG00000187091	263	348	1214	1113
ENSG00000187094	6	4	0	0
ENSG00000187097	403	369	3936	3858
ENSG00000187098	9	6	774	738
ENSG00000187103	0	0	0	0
ENSG00000187105	17	4	39	29
ENSG00000187109	24360	23828	6730	6417
ENSG00000187116	0	0	0	0
ENSG00000187118	234	309	137	140
ENSG00000187122	105	46	27	21
ENSG00000187123	217	215	622	516
ENSG00000187134	33	33	1420	1158
ENSG00000187135	15	23	1	4
ENSG00000187140	125	375	0	0
ENSG00000187144	3	3	3	4
ENSG00000187147	2041	2105	812	784
ENSG00000187151	0	0	5	0
ENSG00000187164	612	300	1376	1393
ENSG00000187166	0	0	0	0
ENSG00000187170	0	0	0	0
ENSG00000187172	0	0	0	0
ENSG00000187173	0	0	0	0
ENSG00000187175	0	2	0	0
ENSG00000187180	0	0	1	1
ENSG00000187186	63	68	35	37
ENSG00000187189	814	692	1045	926
ENSG00000187191	0	0	0	0
ENSG00000187193	1905	1692	178	194
ENSG00000187210	807	351	825	763
ENSG00000187223	0	0	0	0
ENSG00000187231	682	535	1483	1407
ENSG00000187238	0	0	0	0
ENSG00000187239	1075	682	955	1174
ENSG00000187240	674	456	314	337
ENSG00000187242	0	0	0	0
ENSG00000187243	715	315	909	875
ENSG00000187244	1656	1140	1874	1947
ENSG00000187257	560	468	337	311
ENSG00000187258	1	0	3	3
ENSG00000187260	143	169	7	9
ENSG00000187266	261	183	164	173
ENSG00000187268	2	9	7	14
ENSG00000187272	0	0	0	0
ENSG00000187288	0	1	43	22
ENSG00000187323	13	12	12	8
ENSG00000187325	882	362	405	364
ENSG00000187391	804	680	63	66
ENSG00000187398	99	24	13	12
ENSG00000187416	8	8	0	0
ENSG00000187446	3089	2388	5953	5545
ENSG00000187472	0	0	0	0
ENSG00000187474	0	1	0	0
ENSG00000187475	0	0	0	0
ENSG00000187479	27	11	0	0
ENSG00000187481	0	0	0	0
ENSG00000187483	0	0	0	0
ENSG00000187486	181	169	19	14
ENSG00000187492	24	12	18	18
ENSG00000187498	2453	2798	21880	26161
ENSG00000187504	0	1	0	0
ENSG00000187510	0	0	0	2
ENSG00000187513	11	14	5	4
ENSG00000187514	44966	63423	3720	3886
ENSG00000187516	1	0	2	1
ENSG00000187522	801	547	245	262
ENSG00000187527	0	0	4	0
ENSG00000187531	218	224	586	522
ENSG00000187533	0	1	5	0
ENSG00000187535	907	658	384	330
ENSG00000187536	0	0	0	0
ENSG00000187537	0	0	0	0
ENSG00000187546	13	19	5	7
ENSG00000187550	103	93	3	2
ENSG00000187553	73	4	0	0
ENSG00000187554	27	16	5	2
ENSG00000187555	5846	4619	2886	2865
ENSG00000187556	0	0	0	0
ENSG00000187559	0	0	0	2
ENSG00000187566	15	17	28	17
ENSG00000187569	33	14	499	450
ENSG00000187581	0	1	0	0
ENSG00000187583	39	27	20	13
ENSG00000187589	0	0	0	0
ENSG00000187595	136	88	34	25
ENSG00000187601	139	270	821	799
ENSG00000187605	1851	984	1262	1299
ENSG00000187607	2165	1472	603	603
ENSG00000187608	97	107	161	124
ENSG00000187609	137	188	151	174
ENSG00000187612	0	0	0	0
ENSG00000187616	0	1	0	0
ENSG00000187626	174	171	161	141
ENSG00000187627	359	130	521	462
ENSG00000187630	14	31	51	29
ENSG00000187634	35	28	112	124
ENSG00000187642	0	0	0	0
ENSG00000187653	0	0	0	0
ENSG00000187657	0	0	0	0
ENSG00000187658	0	0	0	0
ENSG00000187664	248	136	159	154
ENSG00000187672	244	232	70	66
ENSG00000187676	133	96	693	654
ENSG00000187678	2416	6004	32	32
ENSG00000187682	0	0	2	0
ENSG00000187686	1	0	0	1
ENSG00000187688	34	22	4	4
ENSG00000187689	0	0	0	1
ENSG00000187690	1	2	0	0
ENSG00000187699	8	7	138	125
ENSG00000187701	0	0	0	0
ENSG00000187713	673	879	707	672
ENSG00000187714	0	1	1	2
ENSG00000187715	23	23	26	31
ENSG00000187720	342	220	58	48
ENSG00000187721	0	0	0	0
ENSG00000187726	2	3	2	1
ENSG00000187730	31	27	6	7
ENSG00000187733	0	0	0	0
ENSG00000187735	7880	5881	2412	2277
ENSG00000187736	846	794	586	544
ENSG00000187741	1681	1032	399	377
ENSG00000187742	2879	2226	1196	982
ENSG00000187747	0	0	0	0
ENSG00000187753	4	0	0	1
ENSG00000187754	0	0	0	0
ENSG00000187758	0	0	0	0
ENSG00000187762	0	0	0	1
ENSG00000187763	0	0	0	0
ENSG00000187764	1582	1120	376	402
ENSG00000187766	0	0	0	0
ENSG00000187772	5642	3618	491	489
ENSG00000187773	0	0	13	12
ENSG00000187775	13	21	3	13
ENSG00000187778	1418	1526	902	820
ENSG00000187783	0	1	8	2
ENSG00000187790	404	376	137	157
ENSG00000187791	0	0	3	1
ENSG00000187792	137	105	151	196
ENSG00000187796	13	1	6	8
ENSG00000187800	24	20	10	4
ENSG00000187801	196	209	48	39
ENSG00000187806	0	0	0	0
ENSG00000187808	26	20	45	39
ENSG00000187812	0	0	0	0
ENSG00000187815	147	129	37	31
ENSG00000187821	2	1	0	0
ENSG00000187823	12	9	28	23
ENSG00000187824	83	35	453	339
ENSG00000187837	26	45	82	84
ENSG00000187840	1544	1826	769	814
ENSG00000187847	0	0	0	0
ENSG00000187848	58	22	0	2
ENSG00000187855	0	0	0	0
ENSG00000187857	0	0	0	0
ENSG00000187860	118	75	51	68
ENSG00000187866	283	295	803	761
ENSG00000187870	0	0	0	0
ENSG00000187871	0	0	2	5
ENSG00000187889	9	2	115	109
ENSG00000187893	0	0	0	0
ENSG00000187900	0	0	0	0
ENSG00000187902	60	47	1	4
ENSG00000187905	3	2	6	3
ENSG00000187908	0	0	0	0
ENSG00000187912	0	1	3	2
ENSG00000187918	0	0	0	0
ENSG00000187922	48	24	3	2
ENSG00000187942	62	50	41	73
ENSG00000187944	0	2	6	13
ENSG00000187950	0	0	0	1
ENSG00000187952	0	0	0	1
ENSG00000187953	129	69	106	109
ENSG00000187954	797	518	627	715
ENSG00000187955	819	799	543	550
ENSG00000187957	88	75	77	112
ENSG00000187959	1	0	1	0
ENSG00000187961	348	230	93	109
ENSG00000187969	0	0	0	0
ENSG00000187980	2	2	1	2
ENSG00000187984	13	38	1	3
ENSG00000187987	98	73	39	35
ENSG00000187988	0	0	0	0
ENSG00000187997	5	4	17	20
ENSG00000187999	3	2	0	0
ENSG00000188000	8	10	18	20
ENSG00000188001	7	9	2	7
ENSG00000188002	104	54	161	140
ENSG00000188010	59	63	49	42
ENSG00000188013	36	36	76	80
ENSG00000188015	0	0	10	3
ENSG00000188021	921	827	982	978
ENSG00000188026	182	267	376	323
ENSG00000188029	3	0	0	0
ENSG00000188033	101	114	142	100
ENSG00000188037	12	9	4	1
ENSG00000188038	50	50	61	40
ENSG00000188039	9	7	7	12
ENSG00000188042	645	409	1384	1636
ENSG00000188050	0	0	0	0
ENSG00000188051	45	46	30	44
ENSG00000188056	0	0	0	1
ENSG00000188060	116	70	10	24
ENSG00000188064	22	22	23	21
ENSG00000188070	1464	1135	387	368
ENSG00000188076	0	0	0	0
ENSG00000188078	0	0	0	0
ENSG00000188086	11	6	30	22
ENSG00000188089	2	5	13	13
ENSG00000188092	260	273	641	653
ENSG00000188095	10	6	15	15
ENSG00000188100	0	0	0	0
ENSG00000188101	0	0	0	0
ENSG00000188107	32	20	22	29
ENSG00000188112	1633	1266	709	728
ENSG00000188120	0	0	0	0
ENSG00000188124	8	2	2	3
ENSG00000188130	291	286	459	506
ENSG00000188133	30	14	133	140
ENSG00000188152	4	0	1	2
ENSG00000188153	1245	728	2447	2284
ENSG00000188155	0	0	0	0
ENSG00000188157	5355	3182	3771	4584
ENSG00000188158	552	189	348	315
ENSG00000188162	48	21	36	49
ENSG00000188163	0	0	11	12
ENSG00000188167	86	67	18	29
ENSG00000188171	481	450	769	835
ENSG00000188175	0	0	0	0
ENSG00000188176	106	76	88	92
ENSG00000188177	701	365	138	146
ENSG00000188186	609	823	435	381
ENSG00000188191	599	488	326	351
ENSG00000188199	4	2	1	2
ENSG00000188211	104	174	44	42
ENSG00000188215	271	293	746	694
ENSG00000188219	6	5	4	4
ENSG00000188223	9	0	3	0
ENSG00000188227	433	322	403	421
ENSG00000188229	3288	4461	8601	7772
ENSG00000188234	308	152	286	247
ENSG00000188243	602	806	494	338
ENSG00000188257	14	11	12	16
ENSG00000188263	21	15	3	5
ENSG00000188266	81	50	411	361
ENSG00000188269	0	0	0	0
ENSG00000188277	3	5	9	18
ENSG00000188282	7	1	1	0
ENSG00000188283	128	146	125	140
ENSG00000188290	23	29	106	144
ENSG00000188293	0	0	0	1
ENSG00000188295	234	319	118	115
ENSG00000188305	14	6	3	4
ENSG00000188306	2	8	1	0
ENSG00000188313	634	634	314	309
ENSG00000188314	0	0	0	0
ENSG00000188315	104	57	138	172
ENSG00000188316	16	7	0	2
ENSG00000188321	503	347	204	240
ENSG00000188322	2554	2302	388	447
ENSG00000188324	0	0	5	0
ENSG00000188334	0	0	0	0
ENSG00000188338	70	14	498	510
ENSG00000188340	0	0	0	0
ENSG00000188342	1009	1238	436	347
ENSG00000188343	320	402	407	407
ENSG00000188352	1620	1276	589	557
ENSG00000188368	67	50	30	42
ENSG00000188372	46	80	1	3
ENSG00000188373	0	0	0	0
ENSG00000188375	0	0	0	0
ENSG00000188379	0	0	0	0
ENSG00000188385	116	35	31	32
ENSG00000188386	0	0	0	0
ENSG00000188388	3	0	1	0
ENSG00000188389	7	1	1	0
ENSG00000188393	35	13	8	16
ENSG00000188394	0	0	0	0
ENSG00000188396	0	0	0	0
ENSG00000188399	0	0	1	0
ENSG00000188403	0	0	0	0
ENSG00000188404	0	0	4	5
ENSG00000188408	0	0	0	0
ENSG00000188419	548	464	556	550
ENSG00000188425	3	0	0	0
ENSG00000188428	468	480	500	497
ENSG00000188438	0	0	0	0
ENSG00000188439	0	0	0	0
ENSG00000188451	0	0	0	0
ENSG00000188452	2	4	10	5
ENSG00000188459	0	0	0	0
ENSG00000188460	0	1	1	2
ENSG00000188467	9	8	0	3
ENSG00000188483	18	72	30	34
ENSG00000188486	809	1281	577	679
ENSG00000188487	19	8	6	14
ENSG00000188488	41	35	3050	3241
ENSG00000188493	969	657	546	548
ENSG00000188501	178	48	6	11
ENSG00000188505	68	54	89	49
ENSG00000188508	5	10	4	6
ENSG00000188512	0	0	0	0
ENSG00000188517	146	117	9	15
ENSG00000188522	1064	871	815	824
ENSG00000188523	11	12	1	0
ENSG00000188529	5409	3939	2790	2878
ENSG00000188536	6	0	7	0
ENSG00000188542	43	28	77	78
ENSG00000188549	42	16	7	2
ENSG00000188554	1637	1221	2479	2358
ENSG00000188558	71	20	30	21
ENSG00000188559	1248	795	1153	1137
ENSG00000188566	986	622	668	775
ENSG00000188573	104	89	19	29
ENSG00000188580	5	4	1	0
ENSG00000188581	0	0	0	0
ENSG00000188582	103	68	68	86
ENSG00000188585	0	0	0	0
ENSG00000188596	218	124	160	153
ENSG00000188599	538	237	75	58
ENSG00000188603	359	412	2894	2858
ENSG00000188610	584	750	16	21
ENSG00000188611	85	83	182	155
ENSG00000188612	6762	7922	2000	1658
ENSG00000188613	86	69	144	157
ENSG00000188620	8	7	7	3
ENSG00000188624	0	1	1	0
ENSG00000188626	16	7	60	50
ENSG00000188629	116	85	93	99
ENSG00000188636	1051	1009	468	420
ENSG00000188641	4	6	190	175
ENSG00000188643	170	195	15857	16235
ENSG00000188646	0	0	0	0
ENSG00000188647	4690	4334	6281	7086
ENSG00000188649	6	1	5	2
ENSG00000188655	0	0	0	0
ENSG00000188656	0	0	0	0
ENSG00000188659	13	10	3	7
ENSG00000188662	0	0	1	0
ENSG00000188668	0	0	0	0
ENSG00000188672	2	11	2	0
ENSG00000188674	2	1	1	0
ENSG00000188676	4	2	18	14
ENSG00000188677	305	288	592	528
ENSG00000188681	0	0	0	0
ENSG00000188687	35	29	24	19
ENSG00000188690	634	720	1084	1029
ENSG00000188691	1	0	1	0
ENSG00000188694	0	0	1	0
ENSG00000188706	948	898	3865	3843
ENSG00000188707	3	4	5	1
ENSG00000188710	0	0	1	0
ENSG00000188712	0	0	0	0
ENSG00000188716	0	0	0	0
ENSG00000188725	813	760	895	835
ENSG00000188729	5	3	22	14
ENSG00000188730	35	137	0	0
ENSG00000188732	302	216	167	191
ENSG00000188735	1071	935	428	529
ENSG00000188738	341	243	508	525
ENSG00000188739	961	1060	522	492
ENSG00000188747	53	25	40	47
ENSG00000188755	0	0	0	0
ENSG00000188760	113	212	71	97
ENSG00000188761	22	18	32	31
ENSG00000188763	38	30	16	32
ENSG00000188765	0	0	0	0
ENSG00000188766	142	98	42	33
ENSG00000188770	23	11	1	0
ENSG00000188771	0	0	0	0
ENSG00000188778	5	1	0	1
ENSG00000188779	5	2	6	5
ENSG00000188782	19	19	1	0
ENSG00000188783	79	122	28	27
ENSG00000188784	0	0	0	0
ENSG00000188785	282	273	739	641
ENSG00000188786	455	357	418	396
ENSG00000188800	0	0	1	0
ENSG00000188801	62	41	3	16
ENSG00000188803	232	122	147	135
ENSG00000188807	479	496	249	285
ENSG00000188811	713	628	893	834
ENSG00000188816	24	32	0	0
ENSG00000188817	4	0	3	4
ENSG00000188818	644	170	229	324
ENSG00000188820	11	5	5	11
ENSG00000188822	45	23	28	30
ENSG00000188827	567	497	693	776
ENSG00000188828	6	9	0	0
ENSG00000188831	0	0	0	0
ENSG00000188833	19	13	89	99
ENSG00000188846	13203	17639	6557	5778
ENSG00000188848	2113	1701	2	1
ENSG00000188850	0	0	0	0
ENSG00000188856	0	1	1	0
ENSG00000188859	62	34	3	1
ENSG00000188868	44	63	153	138
ENSG00000188869	1	0	1034	837
ENSG00000188873	0	1	0	0
ENSG00000188877	0	0	0	0
ENSG00000188878	267	152	270	268
ENSG00000188883	237	213	7	6
ENSG00000188886	35	21	0	1
ENSG00000188895	2822	1653	1201	1229
ENSG00000188897	358	195	11	22
ENSG00000188906	9	2	286	257
ENSG00000188909	0	0	0	0
ENSG00000188910	4	3	3	0
ENSG00000188916	4	6	49	36
ENSG00000188917	500	378	439	407
ENSG00000188921	97	67	12	13
ENSG00000188931	4	1	3	0
ENSG00000188933	0	2	0	0
ENSG00000188937	0	2	11	19
ENSG00000188938	1214	994	1030	1067
ENSG00000188958	10	5	5	2
ENSG00000188959	0	0	2	1
ENSG00000188976	2515	2375	1798	1889
ENSG00000188981	6	7	14	12
ENSG00000188984	7	9	0	0
ENSG00000188985	89	124	28	17
ENSG00000188986	1136	1242	1166	1175
ENSG00000188991	0	0	0	0
ENSG00000188992	0	0	0	0
ENSG00000188993	3	3	13	4
ENSG00000188994	1449	769	696	700
ENSG00000188996	3	3	0	0
ENSG00000188997	101	85	971	862
ENSG00000189001	7	1	2	2
ENSG00000189002	0	0	0	0
ENSG00000189007	588	481	229	234
ENSG00000189013	0	0	0	0
ENSG00000189014	5	116	71	73
ENSG00000189023	0	0	0	0
ENSG00000189030	0	0	0	0
ENSG00000189037	0	0	0	0
ENSG00000189042	301	322	152	169
ENSG00000189043	4913	8439	5141	3991
ENSG00000189045	5	7	318	277
ENSG00000189046	301	369	141	133
ENSG00000189050	77	60	397	359
ENSG00000189051	10	1	15	7
ENSG00000189052	3	1	5	1
ENSG00000189056	12	9	104	141
ENSG00000189057	511	300	39	53
ENSG00000189058	0	4	2	1
ENSG00000189060	9545	4211	3683	3196
ENSG00000189064	0	0	0	0
ENSG00000189067	4288	1655	839	817
ENSG00000189068	0	0	0	0
ENSG00000189077	297	413	2627	2440
ENSG00000189079	2390	1449	554	569
ENSG00000189089	0	0	0	0
ENSG00000189090	0	0	0	0
ENSG00000189091	6126	6058	2458	2261
ENSG00000189099	0	0	0	0
ENSG00000189108	6	8	0	0
ENSG00000189114	114	186	320	299
ENSG00000189120	78	37	11	10
ENSG00000189127	107	36	3	2
ENSG00000189129	39	17	2	8
ENSG00000189132	0	0	0	0
ENSG00000189134	1	6	3	7
ENSG00000189139	0	0	0	0
ENSG00000189143	550	721	4880	3834
ENSG00000189144	95	83	51	39
ENSG00000189145	0	0	0	0
ENSG00000189149	1	0	0	2
ENSG00000189152	20	11	7	17
ENSG00000189157	87	39	94	77
ENSG00000189159	3014	4448	1074	937
ENSG00000189164	115	87	184	157
ENSG00000189166	0	0	0	0
ENSG00000189167	3	5	0	0
ENSG00000189169	0	0	0	0
ENSG00000189171	305	428	6106	5475
ENSG00000189180	1684	1496	707	709
ENSG00000189181	0	0	0	0
ENSG00000189182	1	0	0	0
ENSG00000189184	1595	1865	31	35
ENSG00000189186	0	0	5	4
ENSG00000189190	194	238	1237	1058
ENSG00000189195	147	96	73	74
ENSG00000189212	6	2	1	1
ENSG00000189221	279	294	13	22
ENSG00000189227	44	64	68	80
ENSG00000189233	8	13	124	135
ENSG00000189241	1443	1437	2429	2275
ENSG00000189252	0	0	7	3
ENSG00000189253	0	0	0	0
ENSG00000189266	3007	3482	2878	2893
ENSG00000189269	5	1	37	43
ENSG00000189280	10	2	0	0
ENSG00000189283	48	63	105	101
ENSG00000189292	34	73	4	4
ENSG00000189298	276	186	198	204
ENSG00000189299	0	0	0	0
ENSG00000189306	1021	1171	761	767
ENSG00000189308	394	316	379	415
ENSG00000189319	507	768	342	335
ENSG00000189320	0	0	0	0
ENSG00000189325	2	1	44	35
ENSG00000189326	0	0	0	0
ENSG00000189332	0	0	0	0
ENSG00000189334	52	58	19719	18833
ENSG00000189337	374	381	324	321
ENSG00000189339	2746	2302	2058	1964
ENSG00000189343	14	57	5	41
ENSG00000189348	4	2	1	2
ENSG00000189350	26	18	73	77
ENSG00000189357	0	0	0	0
ENSG00000189362	146	142	219	179
ENSG00000189366	99	78	7	6
ENSG00000189367	135	310	5	15
ENSG00000189369	927	595	356	338
ENSG00000189372	0	0	0	0
ENSG00000189375	1	2	0	0
ENSG00000189376	285	303	364	362
ENSG00000189377	0	0	7	3
ENSG00000189398	27	31	2	1
ENSG00000189401	20	16	10	9
ENSG00000189403	13661	16491	3475	3593
ENSG00000189409	134	177	15	7
ENSG00000189410	299	294	3	5
ENSG00000189420	11	2	18	20
ENSG00000189423	20	13	101	122
ENSG00000189430	0	0	0	0
ENSG00000189431	34	19	38	47
ENSG00000189433	2	0	3	1
ENSG00000196071	0	0	0	0
ENSG00000196072	720	690	696	760
ENSG00000196074	6	3	23	25
ENSG00000196081	265	459	44	54
ENSG00000196083	80	208	2080	2190
ENSG00000196085	0	0	0	0
ENSG00000196090	73	38	2410	2224
ENSG00000196091	0	0	0	1
ENSG00000196092	110	218	2	0
ENSG00000196098	0	0	0	0
ENSG00000196099	0	0	0	0
ENSG00000196104	4	21	89	110
ENSG00000196109	2	4	0	2
ENSG00000196110	181	200	158	158
ENSG00000196114	0	0	3	3
ENSG00000196115	0	0	1	1
ENSG00000196116	62	46	1154	1167
ENSG00000196118	35	34	41	30
ENSG00000196119	2	8	16	13
ENSG00000196123	761	324	299	285
ENSG00000196126	45	23	61	49
ENSG00000196131	3	5	12	9
ENSG00000196132	13	69	16	22
ENSG00000196136	0	0	14	5
ENSG00000196139	14	26	95	110
ENSG00000196141	1877	3249	3109	2677
ENSG00000196143	0	0	0	0
ENSG00000196150	196	192	111	122
ENSG00000196151	221	124	170	167
ENSG00000196152	62	70	90	92
ENSG00000196154	112	175	176	114
ENSG00000196155	288	219	55	42
ENSG00000196156	0	0	0	0
ENSG00000196159	139	321	242	213
ENSG00000196169	19	3	0	0
ENSG00000196171	0	0	0	0
ENSG00000196172	265	398	148	167
ENSG00000196177	1178	441	4752	4223
ENSG00000196182	638	763	987	1053
ENSG00000196183	1	0	0	1
ENSG00000196187	677	752	3556	3251
ENSG00000196188	2	0	545	407
ENSG00000196189	289	62	27	33
ENSG00000196196	1	1	3	2
ENSG00000196199	740	693	496	545
ENSG00000196205	30	34	5	33
ENSG00000196208	871	972	448	419
ENSG00000196209	1	2	3	2
ENSG00000196214	1045	860	219	218
ENSG00000196218	818	247	11	21
ENSG00000196220	300	145	162	137
ENSG00000196227	656	541	711	758
ENSG00000196228	0	0	0	0
ENSG00000196230	56909	70141	24014	22335
ENSG00000196233	1130	934	1520	1682
ENSG00000196235	2598	1940	3373	3469
ENSG00000196236	486	589	468	491
ENSG00000196240	0	0	0	0
ENSG00000196242	0	0	0	0
ENSG00000196247	735	714	230	281
ENSG00000196248	0	0	0	0
ENSG00000196260	0	1	1	1
ENSG00000196262	23076	31030	10469	8416
ENSG00000196263	84	52	139	150
ENSG00000196266	0	0	0	0
ENSG00000196267	375	352	89	91
ENSG00000196268	705	667	290	348
ENSG00000196275	77	50	117	117
ENSG00000196277	11	13	10	14
ENSG00000196284	451	360	122	103
ENSG00000196289	0	0	0	0
ENSG00000196290	890	758	362	335
ENSG00000196296	88	50	60	55
ENSG00000196301	0	0	0	0
ENSG00000196302	0	16	19	8
ENSG00000196305	11543	9320	3685	3513
ENSG00000196312	41	61	22	20
ENSG00000196313	2199	2158	2439	2578
ENSG00000196323	3200	4119	775	857
ENSG00000196329	0	0	0	0
ENSG00000196335	8	5	17	18
ENSG00000196337	62	14	18	29
